,model,weight_g,weight_oz,OS,internal_memory,audio_jack,GPS,battery_mah,display_resolution_inches,screen_to_body_ratio_%,length_mm,width_mm,thickness_mm,GPU_new,brand_idx,GPS_new,primary_cam_MP,secondary_cam_MP,gprs,edge,sim,ppi,memory_card,battery_removable,indian_price,ram
6639,B2100 Xplorer,102.8,3.6,0,7.0,0,0,1000.0,1.77,17.6,113.0,48.9,17.4,0,58,0,1.3,0.0,-99999.0,-99999.0,1,225,128,1,5923.200000000001,4
6640,S5230 Star,93.5,3.28,0,50.0,0,0,1000.0,3.0,46.5,104.0,53.0,11.9,0,58,0,3.15,0.0,-99999.0,-99999.0,1,225,128,1,5182.8,8
6641,S5600 Preston,96.0,3.39,0,80.0,0,1,1000.0,2.8,43.1,102.8,54.8,12.9,0,58,1,3.15,0.0,-99999.0,-99999.0,1,225,128,1,6663.6,4
6642,i8910 Omnia HD,148.0,5.22,10,8.0,1,1,1500.0,3.7,52.9,123.0,58.0,12.9,5,58,1,8.0,0.0,-99999.0,-99999.0,1,225,128,1,11106.000000000002,4
6643,S8300 UltraTOUCH,105.0,3.7,0,80.0,0,1,880.0,2.8,39.4,110.0,51.5,12.7,0,58,1,8.0,0.0,-99999.0,-99999.0,1,225,128,1,10365.6,4
6644,M7600 Beat DJ,99.7,3.49,0,50.0,1,1,960.0,2.8,39.1,112.0,51.0,13.9,0,58,1,3.15,0.0,-99999.0,-99999.0,1,225,128,1,11106.000000000002,4
6647,S7220 Ultra b,90.0,3.17,0,110.0,0,1,960.0,2.2,28.4,114.0,46.3,11.8,0,58,1,5.0,0.0,-99999.0,-99999.0,1,225,128,1,6663.6,8
6648,C5220,100.0,3.53,0,35.0,0,0,960.0,2.0,25.7,99.0,49.5,18.2,0,58,0,1.3,0.0,-99999.0,-99999.0,1,410,128,1,4442.400000000001,6
6649,S3500,95.0,4.41,0,40.0,0,0,800.0,2.2,31.3,99.9,48.0,14.3,0,58,0,2.0,0.0,-99999.0,-99999.0,1,210,128,1,4442.400000000001,8
6651,P250,100.0,3.53,0,32.0,0,0,800.0,2.1,27.4,102.5,49.5,15.5,0,58,0,1.3,0.0,-99999.0,-99999.0,1,225,128,1,5182.8,6
6654,C3050 Stratus,86.0,3.03,0,15.0,0,0,800.0,2.0,27.0,97.0,47.3,14.9,0,58,0,0.0,0.0,-99999.0,-99999.0,1,390,128,1,4442.400000000001,8
6655,C3010,66.0,2.33,0,15.0,0,0,800.0,2.0,24.9,110.5,45.8,12.1,0,58,0,0.0,0.0,-99999.0,-99999.0,1,210,128,1,5923.200000000001,4
6656,C3110,96.0,3.39,0,15.0,0,0,880.0,2.0,25.8,99.8,48.8,15.0,0,58,0,1.3,0.0,-99999.0,-99999.0,1,390,128,1,5182.8,4
6657,C6625,109.0,3.84,2,100.0,0,1,1300.0,2.6,29.3,113.3,63.0,11.9,0,58,1,2.0,0.0,-99999.0,-99999.0,1,210,128,1,10365.6,4
6661,E2210B,85.0,3.0,0,9.0,0,0,800.0,1.77,22.1,96.0,46.5,18.5,0,58,0,0.0,0.0,-99999.0,-99999.0,1,390,128,1,3702.0000000000005,6
6663,E2100B,74.1,2.61,0,7.0,0,0,800.0,1.77,20.9,108.0,43.6,14.3,0,58,0,0.0,0.0,-99999.0,0.0,1,390,128,1,2961.6000000000004,4
6665,B5702,120.0,4.23,0,50.0,0,0,1200.0,2.4,32.1,106.0,52.5,16.9,0,58,0,3.15,0.0,-99999.0,-99999.0,2,210,128,1,10365.6,6
6666,C5212,98.7,3.46,0,60.0,0,0,1000.0,2.2,27.8,112.7,48.6,14.3,0,58,0,1.3,0.0,-99999.0,-99999.0,2,225,128,1,6663.6,8
6668,W259 Duos,120.0,4.23,0,40.0,0,0,1140.0,2.2,27.5,115.5,48.0,15.9,0,58,0,1.3,0.0,1.0,-99999.0,1,410,128,1,5923.200000000001,8
6669,W299 Duos,114.0,4.02,0,38.0,0,0,1140.0,2.2,27.1,113.0,49.0,15.9,0,58,0,2.0,0.0,-99999.0,0.0,2,210,128,1,5923.200000000001,8
6670,S9402 Ego,140.0,4.94,0,1.0,0,0,960.0,2.0,22.4,115.0,48.0,16.0,0,58,0,5.0,0.0,-99999.0,-99999.0,2,410,128,1,51087.600000000006,6
6671,S3030 Tobi,85.0,3.0,0,15.0,0,0,800.0,1.9,26.4,94.7,45.4,17.5,0,58,0,1.3,0.0,-99999.0,0.0,1,410,128,1,6663.6,4
6674,A867 Eternity,110.0,3.88,0,200.0,0,1,1330.0,3.2,47.7,109.0,56.0,13.0,0,58,1,3.15,0.0,-99999.0,-99999.0,1,225,128,1,5182.8,8
6675,A777,96.0,3.39,0,50.0,0,0,880.0,2.3,34.0,102.0,48.0,14.0,0,58,0,1.3,0.0,-99999.0,-99999.0,1,210,128,1,5182.8,8
6678,E2510,82.0,2.89,0,15.0,0,0,800.0,1.9,29.3,88.0,44.0,16.7,0,58,0,0.0,0.0,-99999.0,0.0,1,410,128,1,3702.0000000000005,8
6684,C6620,108.8,3.81,2,20.0,0,0,1300.0,2.6,29.3,113.3,63.0,11.9,0,58,0,2.0,0.0,-99999.0,-99999.0,1,225,128,1,6663.6,4
6685,i907 Epix,125.0,4.41,2,256.0,0,1,1800.0,2.5,28.5,116.0,61.0,13.0,0,58,1,2.0,0.0,-99999.0,-99999.0,1,410,128,1,6663.6,6
6686,A767 Propel,107.0,3.77,0,50.0,0,0,1000.0,2.2,26.3,98.0,59.0,15.0,0,58,0,1.3,0.0,-99999.0,-99999.0,1,410,128,1,4442.400000000001,8
6687,i7110,125.0,4.41,10,78.0,0,1,1200.0,2.6,34.1,118.0,52.0,12.9,0,58,1,5.0,0.0,-99999.0,-99999.0,1,410,128,1,12586.800000000001,4
6688,F275,99.0,3.49,0,72.0,0,0,960.0,2.2,30.6,103.2,48.2,16.9,0,58,0,2.0,0.0,-99999.0,-99999.0,1,410,128,1,8144.400000000001,4
6689,F270 Beat,101.0,3.56,0,60.0,0,0,960.0,2.2,30.6,103.2,48.2,16.9,0,58,0,2.0,0.0,-99999.0,-99999.0,1,225,128,1,6663.6,4
6690,M8800 Pixon,121.0,4.27,0,200.0,0,1,1000.0,3.2,49.5,107.9,54.6,13.8,0,58,1,8.0,0.0,-99999.0,-99999.0,1,225,128,1,10365.6,4
6691,S3600,105.0,3.7,0,30.0,0,0,880.0,2.2,31.1,98.0,49.9,15.3,0,58,0,1.3,0.0,1.0,1.0,1,390,128,1,5923.200000000001,8
6692,M7500 Emporio Armani,90.2,3.21,0,120.0,1,0,960.0,2.2,27.5,114.9,47.4,12.0,0,58,0,3.15,0.0,-99999.0,-99999.0,1,225,128,1,9625.2,4
6693,M3200 Beat s,101.0,3.56,0,72.0,1,0,800.0,2.0,27.4,96.5,46.9,16.9,0,58,0,2.0,0.0,-99999.0,-99999.0,1,390,128,1,10365.6,4
6694,T339,94.0,3.32,0,20.0,0,0,880.0,2.0,29.7,92.0,46.0,20.0,0,58,0,1.3,0.0,-99999.0,-99999.0,1,410,128,1,5923.200000000001,6
6697,A637,92.0,3.25,0,50.0,0,0,800.0,1.9,30.9,86.0,43.0,20.0,0,58,0,1.3,0.0,-99999.0,-99999.0,1,410,128,1,5923.200000000001,6
6698,A837 Rugby,132.0,4.66,0,128.0,0,0,1000.0,2.0,24.2,100.0,52.0,23.0,0,58,1,1.3,0.0,-99999.0,-99999.0,1,390,128,1,9625.2,4
6702,M3510 Beat b,68.0,2.4,0,40.0,1,0,800.0,2.0,24.7,109.0,46.0,9.9,0,58,0,2.0,0.0,-99999.0,-99999.0,1,390,128,1,8144.400000000001,8
6705,B2700,114.0,4.02,0,26.0,0,0,1300.0,1.9,19.0,115.0,52.0,18.0,0,58,0,2.0,0.0,-99999.0,-99999.0,1,410,128,1,11106.000000000002,4
6706,F268,96.5,3.39,0,16.0,0,0,880.0,2.1,28.8,99.0,48.6,14.8,0,58,0,2.0,0.0,-99999.0,-99999.0,1,225,128,1,7404.000000000001,6
6709,D980,117.0,4.13,0,45.0,0,0,1200.0,2.6,39.0,97.5,55.0,16.3,0,58,0,5.0,0.0,-99999.0,-99999.0,2,210,128,1,13327.2,4
6713,i8510 INNOV8,136.0,4.8,10,8.0,1,1,1200.0,2.8,42.3,106.5,53.9,17.2,0,58,1,8.0,0.0,-99999.0,-99999.0,1,410,128,1,14808.000000000002,4
6714,S7330,110.0,3.88,0,35.0,0,0,880.0,2.2,29.0,104.8,49.4,13.9,0,58,0,3.15,0.0,-99999.0,-99999.0,1,410,128,1,6663.6,4
6715,i740,100.0,3.53,2,256.0,0,1,1500.0,2.8,38.5,107.0,59.0,13.9,0,58,1,3.15,0.0,-99999.0,-99999.0,1,210,128,1,10365.6,8
6718,M140,69.0,2.43,0,2.0,0,0,800.0,2.1,30.7,103.0,45.0,15.0,0,58,0,0.0,0.0,-99999.0,0.0,1,225,128,1,2961.6000000000004,4
6720,L700,107.0,3.77,0,40.0,0,0,960.0,2.1,27.7,109.0,46.0,12.8,0,58,0,2.0,0.0,-99999.0,-99999.0,1,225,128,1,8884.800000000001,6
6721,i900 Omnia,122.0,4.3,2,8.0,0,1,1440.0,3.2,45.7,112.0,56.9,12.5,0,58,1,5.0,0.0,-99999.0,-99999.0,1,390,128,1,11846.400000000001,4
6723,L870,120.0,4.23,10,100.0,0,0,1000.0,2.4,34.1,103.5,50.5,13.5,0,58,0,3.15,0.0,-99999.0,-99999.0,1,225,128,1,9625.2,6
6724,M620,81.0,2.86,0,20.0,0,0,800.0,1.9,24.7,98.0,46.9,16.9,0,58,0,0.0,0.0,-99999.0,0.0,1,225,128,1,5182.8,4
6729,D780,108.5,3.81,0,32.0,0,0,1200.0,2.1,23.9,115.0,49.6,15.7,0,58,0,2.0,0.0,-99999.0,-99999.0,2,210,128,1,8144.400000000001,4
6731,F110,80.0,2.82,0,1.0,0,0,800.0,2.0,27.6,101.5,45.0,14.5,0,58,0,2.0,0.0,1.0,1.0,1,210,128,1,8884.800000000001,6
6733,U900 Soul,112.0,3.95,0,128.0,0,0,880.0,2.2,28.6,105.9,49.5,12.9,0,58,0,5.0,0.0,-99999.0,-99999.0,1,225,128,1,8884.800000000001,4
6735,F480,100.6,3.56,0,232.0,0,0,1000.0,2.8,44.9,98.4,55.0,11.6,0,58,0,5.0,0.0,-99999.0,-99999.0,1,210,128,1,10365.6,6
6736,G810,139.0,4.9,10,130.0,1,1,1200.0,2.6,38.4,103.0,52.9,17.9,5,58,1,5.0,0.0,-99999.0,-99999.0,1,410,128,1,8144.400000000001,8
6740,A827 Access,98.0,3.46,0,100.0,0,0,1300.0,2.3,24.8,114.0,58.0,12.0,0,58,0,1.3,0.0,-99999.0,-99999.0,1,410,128,1,5182.8,8
6743,P180,96.0,3.39,0,14.0,0,0,880.0,2.0,27.6,97.0,47.0,19.9,0,58,0,0.0,0.0,-99999.0,-99999.0,1,225,128,1,6663.6,8
6745,F400,105.0,3.7,0,24.0,1,0,960.0,2.2,30.1,103.2,48.2,16.9,0,58,0,3.15,0.0,-99999.0,-99999.0,1,410,128,1,7404.000000000001,6
6746,J700,92.0,3.25,0,10.0,0,0,800.0,2.0,26.4,99.5,48.0,14.8,0,58,0,1.3,0.0,-99999.0,-99999.0,1,390,128,1,4442.400000000001,4
6750,L770,84.0,2.96,0,30.0,0,0,880.0,2.1,27.9,102.0,48.0,14.2,0,58,0,2.0,0.0,-99999.0,-99999.0,1,210,128,1,7404.000000000001,6
6753,A727,80.0,2.82,0,30.0,0,0,1000.0,2.0,22.1,114.0,50.0,9.0,0,58,0,1.3,0.0,-99999.0,-99999.0,1,390,128,1,4442.400000000001,4
6759,SPH-i325 Ace,109.0,3.84,2,192.0,0,1,1300.0,2.3,23.5,118.0,59.0,11.0,0,58,1,1.3,0.0,-99999.0,0.0,1,390,128,1,8144.400000000001,4
6761,i640,148.0,5.22,2,128.0,0,0,1000.0,2.4,31.0,94.4,61.0,16.9,0,58,0,2.0,0.0,-99999.0,-99999.0,1,210,128,1,11106.000000000002,4
6763,L170,86.0,3.03,0,21.0,0,0,880.0,1.6,17.2,102.3,45.8,10.7,0,58,0,2.0,0.0,-99999.0,-99999.0,1,390,128,1,5923.200000000001,4
6764,T819,99.0,3.49,0,30.0,0,0,1000.0,2.1,26.9,101.6,50.8,15.2,0,58,0,1.3,0.0,-99999.0,-99999.0,1,390,128,1,6663.6,6
6765,F490,102.0,3.6,0,130.0,1,0,880.0,3.3,48.5,115.0,53.5,11.8,0,58,0,5.0,0.0,-99999.0,-99999.0,1,390,128,1,11106.000000000002,6
6769,D880 Duos,116.0,4.09,0,60.0,0,0,1200.0,2.3,30.9,104.0,51.0,18.9,0,58,0,3.15,0.0,-99999.0,-99999.0,2,390,128,1,11106.000000000002,6
6770,i780,120.0,4.23,2,256.0,0,1,1480.0,2.55,29.5,115.9,61.3,12.9,0,58,1,2.0,0.0,-99999.0,-99999.0,1,390,128,1,11106.000000000002,6
6772,i550,109.0,3.84,10,150.0,1,1,1200.0,2.6,34.3,115.0,53.0,13.8,5,58,1,3.15,0.0,-99999.0,-99999.0,1,390,128,1,9625.2,4
6774,F250,96.0,3.39,0,20.0,1,0,800.0,2.0,29.1,94.0,46.0,17.5,0,58,0,1.3,0.0,-99999.0,-99999.0,1,410,128,1,5923.200000000001,8
6776,Armani,85.0,3.0,0,60.0,0,0,880.0,2.6,43.9,87.5,54.5,10.5,0,58,0,3.15,0.0,-99999.0,1.0,1,225,128,1,21471.600000000002,6
6777,J610,81.0,2.86,0,15.0,0,0,800.0,1.9,23.9,98.5,48.2,15.9,0,58,0,2.0,0.0,-99999.0,-99999.0,1,410,128,1,6663.6,8
6779,J400,101.2,3.56,0,8.0,0,0,820.0,2.0,25.7,99.0,49.5,15.9,0,58,0,1.3,0.0,-99999.0,-99999.0,1,210,128,1,5923.200000000001,8
6780,J750,79.0,2.79,0,8.0,0,0,800.0,1.8,21.5,99.0,48.0,18.4,0,58,0,1.3,0.0,-99999.0,-99999.0,1,410,128,1,5182.8,4
6783,T639,91.0,3.21,0,30.0,0,0,880.0,2.2,42.6,94.0,38.0,17.0,0,58,0,1.3,0.0,-99999.0,-99999.0,1,225,128,1,4442.400000000001,6
6784,T509,76.0,2.68,0,7.0,0,0,800.0,1.9,21.1,117.0,46.0,10.0,0,58,0,0.0,0.0,-99999.0,-99999.0,1,390,128,1,4442.400000000001,4
6786,T429,100.0,3.53,0,3.0,0,0,800.0,2.0,25.7,99.6,49.2,14.2,0,58,0,0.0,0.0,-99999.0,0.0,1,210,128,1,4442.400000000001,8
6787,T409,88.0,3.1,0,21.0,0,0,880.0,2.0,29.6,89.0,47.0,19.5,0,58,0,1.3,0.0,-99999.0,-99999.0,1,210,128,1,5182.8,8
6788,T739 Katalyst,116.0,4.09,0,5.0,0,0,960.0,2.1,27.4,100.8,50.3,16.5,0,58,0,1.3,0.0,-99999.0,-99999.0,1,390,128,1,5182.8,6
6789,T729 Blast,80.0,2.82,0,11.0,0,0,800.0,2.3,30.2,106.0,52.0,12.7,0,58,0,1.3,0.0,-99999.0,-99999.0,1,225,128,1,4442.400000000001,8
6790,T539 Beat,77.0,2.72,0,30.0,0,0,800.0,2.0,29.9,90.0,46.0,18.0,0,58,0,1.3,0.0,-99999.0,-99999.0,1,225,128,1,4442.400000000001,4
6791,L600,84.0,2.96,0,20.0,0,0,500.0,1.9,26.5,97.5,44.0,16.5,0,58,0,2.0,0.0,-99999.0,-99999.0,1,225,128,1,7404.000000000001,4
6793,G600,104.0,3.67,0,55.0,0,0,880.0,2.2,31.0,101.0,47.8,14.9,0,58,0,5.0,0.0,-99999.0,-99999.0,1,410,128,1,8884.800000000001,8
6794,M610,90.0,3.17,0,5.0,0,0,800.0,1.77,22.1,99.0,45.0,17.5,0,58,0,0.0,0.0,-99999.0,-99999.0,1,210,128,1,4442.400000000001,6
6795,M600,79.0,2.79,0,1.5,0,0,800.0,1.78,23.2,92.0,46.0,15.2,0,58,0,0.0,0.0,-99999.0,0.0,1,410,128,1,5182.8,6
6796,M110,95.0,3.35,0,2.0,0,0,1000.0,1.52,14.2,109.0,48.0,17.9,0,58,0,0.0,0.0,-99999.0,0.0,1,390,128,1,5923.200000000001,6
6803,F700,139.0,4.9,0,112.0,1,0,1000.0,3.2,44.3,112.0,56.0,15.9,0,58,0,3.15,0.0,-99999.0,-99999.0,1,410,128,1,20731.2,6
6804,E950,88.0,3.1,0,60.0,0,0,800.0,2.0,27.5,98.0,46.0,15.0,0,58,0,3.15,0.0,-99999.0,-99999.0,1,390,128,1,9625.2,4
6805,F210,72.0,2.54,0,1.0,0,0,750.0,1.46,22.0,87.8,31.0,20.5,0,58,0,2.0,0.0,-99999.0,-99999.0,1,390,128,1,7404.000000000001,6
6807,i620,126.2,4.44,2,80.0,0,0,1200.0,2.2,26.6,94.9,59.3,16.3,0,58,0,2.0,0.0,-99999.0,1.0,1,410,128,1,9625.2,8
6810,Z240,96.0,3.39,0,58.0,0,0,900.0,2.1,29.5,94.7,49.6,16.8,0,58,0,1.3,0.0,-99999.0,0.0,1,225,128,1,6663.6,4
6811,Z170,76.0,2.68,0,55.0,0,0,880.0,1.8,17.9,117.5,48.5,9.3,0,58,0,1.3,0.0,-99999.0,0.0,1,410,128,1,5923.200000000001,6
6812,J600,85.0,3.0,0,20.0,0,0,800.0,1.9,26.6,97.0,44.0,15.0,0,58,0,1.3,0.0,-99999.0,-99999.0,1,390,128,1,5923.200000000001,6
6814,U700,86.0,3.03,0,20.0,0,0,690.0,2.2,29.2,102.5,50.0,12.1,0,58,0,3.15,0.0,-99999.0,-99999.0,1,225,128,1,9625.2,4
6816,U300,89.0,3.14,0,70.0,0,0,690.0,2.2,29.4,100.0,51.0,9.6,0,58,0,3.15,0.0,-99999.0,1.0,1,410,128,1,11106.000000000002,4
6817,U100,57.0,2.01,0,70.0,0,0,690.0,1.93,22.2,105.5,50.0,5.9,0,58,0,3.15,0.0,-99999.0,-99999.0,1,225,128,1,5923.200000000001,4
6818,i710,109.0,3.84,2,55.0,0,0,1200.0,2.8,38.5,108.8,58.0,13.5,0,58,0,2.0,0.0,-99999.0,1.0,1,410,128,1,8144.400000000001,8
6823,E840,99.0,3.49,0,70.0,0,0,690.0,2.2,28.1,101.5,52.5,10.6,0,58,0,2.0,0.0,-99999.0,1.0,1,390,128,1,5923.200000000001,8
6824,E830,90.0,3.17,0,29.0,0,0,800.0,2.0,24.9,100.0,50.5,14.9,0,58,0,2.0,0.0,-99999.0,-99999.0,1,410,128,1,8144.400000000001,6
6825,E740,92.0,3.25,0,30.0,0,0,880.0,2.0,28.2,97.0,46.0,15.9,0,58,0,2.0,0.0,-99999.0,-99999.0,1,410,128,1,8884.800000000001,6
6826,E590,65.0,2.29,0,90.0,0,0,800.0,1.8,26.5,94.0,42.0,13.5,0,58,0,3.15,0.0,-99999.0,-99999.0,1,410,128,1,4442.400000000001,4
6827,E230,70.0,2.47,0,10.0,0,0,750.0,1.9,27.6,89.8,45.8,15.7,0,58,0,0.0,0.0,-99999.0,-99999.0,1,410,128,1,5923.200000000001,4
6828,E210,89.0,3.14,0,17.0,0,0,800.0,1.9,27.7,91.0,45.0,18.0,0,58,0,1.3,0.0,-99999.0,-99999.0,1,410,128,1,6663.6,6
6829,E200,95.0,3.35,0,20.0,0,0,800.0,1.8,21.0,108.0,45.0,9.9,0,58,0,1.3,0.0,-99999.0,-99999.0,1,210,128,1,5923.200000000001,6
6830,C520,74.0,2.61,0,600.0,0,0,750.0,1.67,23.1,84.4,45.1,18.2,0,58,0,0.0,0.0,-99999.0,0.0,1,410,128,1,5923.200000000001,8
6831,C450,72.0,2.54,0,2.0,0,0,800.0,1.52,16.2,103.5,44.5,14.9,0,58,0,0.0,0.0,-99999.0,0.0,1,225,128,1,4442.400000000001,6
6836,i600,105.0,3.7,2,128.0,0,0,1200.0,2.3,24.6,113.0,59.0,11.8,0,58,0,1.3,0.0,-99999.0,1.0,1,410,128,1,16288.800000000001,8
6837,i617 BlackJack II,116.0,4.09,2,256.0,0,1,1700.0,2.4,25.7,114.0,61.0,13.0,0,58,1,2.0,0.0,-99999.0,-99999.0,1,225,128,1,7404.000000000001,6
6838,i607 BlackJack,105.0,3.7,2,128.0,0,0,1200.0,2.3,24.6,113.0,59.0,11.8,0,58,0,1.3,0.0,-99999.0,1.0,1,410,128,1,17769.600000000002,4
6839,F500,107.0,3.77,0,350.0,0,0,900.0,2.4,30.4,116.4,50.4,10.7,0,58,0,2.0,0.0,-99999.0,1.0,1,210,128,1,14067.6,6
6842,P930,119.0,4.2,0,20.0,0,0,950.0,2.3,31.2,107.0,49.0,19.7,0,58,0,2.0,0.0,-99999.0,1.0,1,410,128,1,21471.600000000002,4
6846,E390,80.0,2.82,0,15.0,0,0,750.0,2.0,30.1,93.0,45.0,16.0,0,58,0,1.3,0.0,-99999.0,1.0,1,210,128,1,10365.6,4
6850,X520,80.0,2.82,0,2.8,0,0,750.0,1.9,30.4,89.0,42.0,18.0,0,58,0,0.0,0.0,-99999.0,0.0,1,210,128,1,5182.8,4
6853,M300,63.0,2.22,0,600.0,0,0,700.0,1.6,25.2,80.0,40.0,16.7,0,58,0,0.0,0.0,-99999.0,0.0,1,390,128,1,4442.400000000001,6
6854,E690,95.0,3.35,0,16.0,0,0,800.0,2.0,27.9,94.0,48.0,15.9,0,58,0,0.0,0.0,-99999.0,1.0,1,410,128,1,7404.000000000001,8
6856,E420,77.0,2.72,0,2.0,0,0,750.0,1.8,26.8,83.6,45.5,17.4,0,58,0,0.0,0.0,-99999.0,0.0,1,210,128,1,5923.200000000001,4
6857,X830,72.0,2.54,0,1.0,0,0,800.0,1.46,23.7,84.0,30.0,20.0,0,58,0,1.3,0.0,-99999.0,-99999.0,1,210,128,1,11106.000000000002,8
6858,E890,82.0,2.89,0,54.0,0,0,880.0,2.3,32.9,99.5,50.0,14.6,0,58,0,1.3,0.0,-99999.0,-99999.0,1,390,128,1,8144.400000000001,4
6861,Z720,80.0,2.82,0,20.0,0,0,900.0,2.1,25.5,104.5,51.3,13.8,0,58,0,3.15,0.0,-99999.0,1.0,1,410,128,1,13327.2,4
6864,Z370,71.0,2.5,0,20.0,0,0,900.0,1.9,20.3,112.0,50.0,8.4,0,58,0,2.0,0.0,-99999.0,1.0,1,410,128,1,10365.6,6
6890,i320,95.0,3.35,2,128.0,0,0,1000.0,2.2,22.9,111.0,59.0,11.5,0,58,0,1.3,0.0,-99999.0,1.0,1,390,128,1,11846.400000000001,4
7109,Z2,160.0,5.64,1,32.0,1,1,3000.0,5.5,71.7,153.0,76.0,8.4,3,59,1,16.0,8.0,1.0,1.0,2,390,128,0,24433.2,8
7110,MS1,151.0,5.33,1,64.0,1,1,2600.0,5.5,70.0,155.0,76.9,7.6,3,59,1,13.0,13.0,1.0,1.0,2,410,128,0,17769.600000000002,6
7111,Aquos Xx,168.0,5.93,1,32.0,1,1,3000.0,5.7,77.7,146.0,79.0,8.7,1,59,1,13.0,2.1,1.0,1.0,1,210,128,0,25173.600000000002,8
7113,Aquos Crystal,141.0,4.97,1,8.0,1,1,2040.0,5.0,78.5,131.0,67.0,10.0,1,59,1,8.0,1.2,0.0,0.0,1,410,128,0,13327.2,6
7114,SH530U,168.8,5.93,1,20.0,1,1,1950.0,5.0,60.0,146.5,81.0,9.9,5,59,1,5.0,0.0,-99999.0,-99999.0,2,225,128,1,23692.800000000003,8
7116,Aquos SH80F,135.0,4.76,1,2.0,1,1,1240.0,4.2,59.8,127.0,64.0,11.9,1,59,1,0.0,0.0,1.0,1.0,1,410,128,1,34798.8,6
7118,FX,141.8,4.97,0,80.0,0,0,1240.0,3.0,40.1,114.3,55.9,15.2,0,59,0,2.0,0.0,-99999.0,-99999.0,1,210,128,1,15548.400000000001,6
7248,XP7,290.0,10.23,1,16.0,1,1,4800.0,4.0,46.1,137.0,72.1,20.8,1,60,1,8.0,1.0,1.0,1.0,1,225,128,0,51828.00000000001,4
7249,XP6,270.0,9.52,1,8.0,1,1,4800.0,2.63,24.2,137.0,64.5,20.5,1,60,1,5.0,0.0,1.0,1.0,1,410,128,0,36279.600000000006,4
7261,Xperia L1,180.0,6.35,1,16.0,1,1,2620.0,5.5,74.6,151.0,74.0,8.7,3,61,1,13.0,5.0,1.0,1.0,2,210,128,0,14808.000000000002,8
7262,Xperia XZs,161.0,5.68,1,32.0,1,1,2900.0,5.2,70.9,146.0,72.0,8.1,1,61,1,19.0,13.0,1.0,1.0,1,390,128,0,48866.4,8
7263,Xperia XZ Premium,195.0,6.88,1,64.0,1,1,3230.0,5.46,68.4,156.0,77.0,7.9,1,61,1,19.0,13.0,1.0,1.0,1,210,128,0,55530.00000000001,8
7264,Xperia XA1 Ultra,188.0,6.63,1,32.0,1,1,2700.0,6.0,76.1,165.0,79.0,8.1,3,61,1,23.0,16.0,1.0,1.0,1,225,128,0,28135.2,6
7265,Xperia XA1,143.0,5.04,1,32.0,1,1,2300.0,5.0,70.9,145.0,67.0,8.0,3,61,1,23.0,8.0,1.0,1.0,2,225,128,0,20731.2,4
7266,Xperia X Compact,135.0,4.76,1,32.0,1,1,2700.0,4.6,69.6,129.0,65.0,9.5,1,61,1,23.0,5.0,1.0,1.0,1,225,128,0,27394.800000000003,8
7267,Xperia XZ,161.0,5.68,1,32.0,1,1,2900.0,5.2,70.9,146.0,72.0,8.1,1,61,1,23.0,13.0,1.0,1.0,2,390,128,0,45164.4,6
7268,Xperia E5,147.0,5.19,1,16.0,1,1,2300.0,5.0,69.4,144.0,69.0,8.2,3,61,1,13.0,5.0,-99999.0,-99999.0,2,210,128,0,11106.000000000002,6
7269,Xperia XA Ultra,202.0,7.13,1,16.0,1,1,2700.0,6.0,76.6,164.0,79.0,8.4,3,61,1,21.5,16.0,-99999.0,-99999.0,2,225,128,0,28135.2,8
7270,Xperia X Performance,164.4,5.78,1,32.0,1,1,2700.0,5.0,68.1,143.7,70.4,8.7,1,61,1,23.0,13.0,-99999.0,-99999.0,2,225,128,0,31096.800000000003,8
7271,Xperia X,153.0,5.4,1,32.0,1,1,2620.0,5.0,69.8,143.0,69.0,7.7,1,61,1,23.0,13.0,-99999.0,-99999.0,2,410,128,0,25914.000000000004,4
7272,Xperia XA Dual,137.4,4.83,1,16.0,1,1,2300.0,5.0,71.8,143.6,66.8,7.9,3,61,1,13.0,8.0,-99999.0,-99999.0,2,225,128,0,18510.0,4
7273,Xperia XA,137.4,4.83,1,16.0,1,1,2300.0,5.0,71.8,143.6,66.8,7.9,3,61,1,13.0,8.0,-99999.0,-99999.0,1,410,128,0,14808.000000000002,8
7274,Xperia Z5 Premium Dual,180.0,6.35,1,32.0,1,1,3430.0,5.5,71.3,154.4,75.8,7.8,1,61,1,23.0,5.1,-99999.0,-99999.0,2,410,128,0,37760.4,6
7275,Xperia Z5 Premium,180.0,6.35,1,32.0,1,1,3430.0,5.5,70.4,154.4,75.8,7.8,1,61,1,23.0,5.1,-99999.0,-99999.0,1,210,128,0,37020.0,4
7276,Xperia Z5 Dual,154.0,5.43,1,32.0,1,1,2900.0,5.2,70.9,146.0,72.0,7.3,1,61,1,23.0,5.1,-99999.0,-99999.0,2,210,128,0,33318.0,4
7277,Xperia Z5,154.0,5.43,1,32.0,1,1,2900.0,5.2,69.6,146.0,72.0,7.3,1,61,1,23.0,5.1,-99999.0,-99999.0,1,410,128,0,31096.800000000003,8
7278,Xperia Z5 Compact,138.0,4.87,1,32.0,1,1,2700.0,4.6,68.9,127.0,65.0,8.9,1,61,1,23.0,5.1,-99999.0,-99999.0,1,225,128,0,30356.4,8
7279,Xperia M5 Dual,142.6,5.04,1,16.0,1,1,2600.0,5.0,66.0,145.0,72.0,7.6,5,61,1,21.2,13.0,-99999.0,-99999.0,2,390,128,0,22212.000000000004,6
